channel_title,video_count,channel_ids,channel_countries,is_news,review_status,suggested_news,notes
ThisWorld Official,6,UCbzK3HLi7s4TNnrMsGI1vsw,,,needs_review,yes,
Tony Heller,6,UCprclkVrNPls7PR-nHhf1Ow,US,,needs_review,,
TRT World Now,6,UCnyCrv8b7bu0oWFXGyHaPzg,TR,,needs_review,yes,
War Game Theory,6,UCtTK8gS4HJbLd_FJz8nHFgw,US,,needs_review,,
whupff7,6,UCdN4XezkIfo6k6lYuAF9A-A,,,needs_review,,
Willie Explore,6,UCc7Em6yZCL-tcyKolowdGQg,GB,,needs_review,,
WONDERS OF EARTH,6,UCrHJeR6zizRdN5rn-P3kiHw,,,needs_review,,
Ya Lookyee,6,UCONHAGXWQY1ADpVURE1GYCw,,,needs_review,,
Youtuber-Nuuk,6,UC-pWWL0D6SUxAY3Eu6wxSzA,GL,,needs_review,,
10 News,5,UC64A-bbH15b5kN5A32CErOA,AU,,needs_review,yes,
5NEWS,5,UCsjInJwm1vIMCeegrZSk_TQ,US,,needs_review,yes,
A Nervous Trek,5,UCtSLeSDrGjhwc7-48wOTGoA,US,,needs_review,,
AI POLITICS,5,UCVGHxtNrfbZR56E36-NgREw,IN,,needs_review,,
Air travel bargain,5,UCtdp5CNuc96WYMozY-CwPCQ,GB,,needs_review,,
Amaroq Minerals,5,UCs4ENFwQilIKIywnjBXe_Hw,GB,,needs_review,,
AmericasGeopolitics,5,UCUdpef8jCK36F9V4GQQfoNQ,US,,needs_review,,
Anime Explorer,5,UCu4Xig1sUfJ1QrEpS38zo0g,,,needs_review,,
Anton Petrov,5,UCciQ8wFcVoIIMi-lfu8-cjQ,CA,,needs_review,,
Archie and Beans World Adventures,5,UCfZG-bNLoB3QmXZPjXiTIgw,GB,,needs_review,yes,
ARCHIVED - NASA Climate Change,5,UCP_hZt43bbGGf9ah6ATOvEg,US,,needs_review,,
Arctic360,5,UCVHcMBH3XGoXiwjrtnNJc4A; UC_laDWUR87q3gUgFhFp90Og,CA,,needs_review,,
Ari josefsen,5,UCHkn0bLYPJ1WRuUasgEWBLQ,,,needs_review,,
ariellemontgomery,5,UCQQ6fHmRh51fv5eN4ZpHtwQ,,,needs_review,,
ashvin varia,5,UCKURZn3IzIJhJEhY2SJxbFA,,,needs_review,,
Atlas & Boots,5,UCWly1nGzgyqnfMbD5u8KPUQ,GB,,needs_review,,
Ben Shapiro,5,UCnQC_G5Xsjhp9fEJKuIcrSw,US,,needs_review,,
Bloomberg Podcasts,5,UChF5O40UBqAc82I7-i5ig6A,US,,needs_review,,
Brian Akers,5,UC2ebT92E8J4uBDfprVPP3pg,,,needs_review,,
BRIGHT SIDE,5,UC4rlAVgAK0SGk-yTfe48Qpw,,,needs_review,,
Burundi With Cash,5,UCdXCqoWVff9y4Z3ZAApsj5Q,,,needs_review,,
Civixplorer,5,UCiXIoDMcK5B8oRjD4gt0BDQ,ES,,needs_review,,
Clinic Homeopath with Dr A K Verma,5,UCWm4RXEtbuH3Am7PFlaxcZA,IN,,needs_review,,
CNA,5,UC83jt4dlz1Gjl58fzQrrKZg,SG,,needs_review,,
Crissy & Frido,5,UC3PpdUFj9tFiyO0pLFBqFvA,DK,,needs_review,,
DAILY HOT NEWS,5,UC87oL-_PwvK65JYjTGhNu_w; UCGYj1qHoPLcjpf2q98Rxv_Q,VN,,needs_review,yes,
DrewShorts,5,UCp8FaA-DeSMTpPRdgfN-Owg,US,,needs_review,,
Everel Airborne,5,UCRZoMPsuwh1lvua_W3PFtrg,US,,needs_review,,
everythingtop1,5,UCeNcMPz-lGm7QwfrU2qpAjg,,,needs_review,,
Explore Greenland,5,UCGcm6P0sMsd_shQYTaCnSCg,,,needs_review,,
Factopia,5,UCFHOzCaFCBPbLDNkPfH281g; UCP005PFJAqTuGUosXon2_HQ; UCWx4Bn4vOsQiBRAWHPqsxnQ; UCjxrt7TUk-rwcdApY5jK9tg; UCkLknDbvIevMM3DRfvvoBVA,GB; IN,,needs_review,,
FD Adventure,5,UC6LweKXMrLmT9zzXFWBrHhw,DE,,needs_review,,
Filipina in Greenland,5,UC03yFUCHOzlUjfK482MeOZQ,,,needs_review,,
Filming Adventures,5,UCQa4-En9h-Aioh6V75w_seA,CL,,needs_review,,
Geese Reports,5,UCF4jG8m61KZss7L2XFCS9rg,CA,,needs_review,yes,
Get.factual,5,UCvD34fvRZ3QHWSkU1aUM99w,DE,,needs_review,,
Global Beat World,5,UCUK3AhXDG0p4t7vQhXnQVCg,,,needs_review,yes,
GoodGuyinBadLands,5,UCjzjaeMHeR48r9GGwug4AaA,DE,,needs_review,,
Green Land Puppies Home,5,UCtk_izhNzfCe5dCq2RaZTgA,CM,,needs_review,,
Greenland Cruises,5,UCEFOmkNfj4E9i4jYGG1rAJg,,,needs_review,,
"Greenland Sr. Sec. School, Renukoot",5,UCLQpFReyw5GF38aNsRFHydw,IN,,needs_review,,
GreenlandEV,5,UCM2cnlbP3XhKhLo7Hp1il6g,,,needs_review,,
HumanAnimalForFun,5,UCNAi9jHV2VbogiXgaZDjZ1A,TW,,needs_review,,
Iberhunting,5,UCSfMbSV-QQfKg0VC7PZdQUQ,,,needs_review,,
Jayr & Judy,5,UCaQTwPuklDyDX7hFpwurSOQ,US,,needs_review,,
Jens Andersen,5,UCcgLmjJEScxWwP_17UgLJ0Q,DK,,needs_review,,
Joe Rogan Mindset 305,5,UCfj9FrIF6sxW9iRRI8UkHVw,,,needs_review,,
Jonas Beyer,5,UC2yjJo8k7U36g8LTkEkDOlA,DK,,needs_review,,
Kaasipak,5,UCSjuUPd6gKZwVaoa9Wb9tuQ,,,needs_review,,
Kennie Ørsted,5,UCb9-gjLhwO7UOT9vr6O0ohA,DK,,needs_review,,
Laali Berthelsen,5,UCxYlzVFVgfGBAi5RNMzNQQw,,,needs_review,,
Late Night with Seth Meyers,5,UCVTyTA7-g9nopHeHbeuvpRA,US,,needs_review,,
Life in a Blink,5,UCbbD7qCrgeqzjA75YkV3H5A,US,,needs_review,,
m.a.g.2025,5,UCYvO3gHoZ39k09ZdXbHiEWA,,,needs_review,,
Make AI Great Again,5,UCB8Sa3clvm76x7VwPV8B6gA,AU,,needs_review,,
Map The Matches,5,UCAd-8_xxdcLSHC2rrd2iUaA,,,needs_review,,
map video,5,UCeow2XYWGHLkjMWhVY5oF_Q,,,needs_review,,
messiai12,5,UCyMaxwLNENnbzR6TmsmzUlQ,,,needs_review,,
Mikael Strandberg,5,UClSVf6gQVjQBuUKGU28jVeA,SE,,needs_review,,
Mike Drury,5,UCR5QRZc54g_lQ91w9NYX23Q,GB,,needs_review,,
Mr.JAYPAL Study,5,UCczHqsdiREZDSM1OVWqeEfA,IN,,needs_review,,
NATIONAL GEOVISION,5,UCH7oqCKmwvCh09xKtJJHWfw,US,,needs_review,,
Nature,5,UC2AKaIzJ7zZ0kQNG0ftn_zA; UC5y7FXGkR5Q_8iHRCOriFkA; UCBYafM5P4vDrMoH-bEXpiMg; UCBf7fmj3xQrmD76lN3qF-bg; UCVc_MQxStCr9l9VM7XUH5lg,AZ; IN,,needs_review,,
New Nature Sounds - Topic,5,UCr9QyqReNmsaKj4_SEVhqSw,,,needs_review,,
New nuuk,5,UCnAz4--owE8cDeyzQFfRaWw,,,needs_review,,
Niaqulaaq,5,UC3WBX2-53VOHrNLSP5CTFNQ,,,needs_review,,
Nightgod333 Secrets Revealed,5,UCI3u_6Sjlk0Hsbidtphk1ZA,US,,needs_review,,
No Pants Profits,5,UChEQHV095uKHhsDRk94aZdA,,,needs_review,,
Nyasajob Career International,5,UCQuaPU6I4paxDx9QPSfb31w,ZA,,needs_review,,
Ocean Research Project,5,UCAXfXUWNDzCptJTcf1U2tRQ,US,,needs_review,,
Online Sea Kayaking,5,UCBSUqncN7wl9Rtr1jvkqDGQ,GB,,needs_review,,
Our World Today,5,UCOqCkg5Qtayud8somho8nnQ,US,,needs_review,yes,
Outer Side,5,UCROjUvUiR75tPKmLjwAEZXQ,US,,needs_review,,
PACK2ROAM,5,UCVy4xB_8tXrl56Uj4eiob5g,IN,,needs_review,,
Palu Hansen,5,UCTly4hOJWNilWfJjV0dCQZQ,GL,,needs_review,,
ParoDeeJay,5,UC3uIzA5xowHSCIiu3LmPOeA,US,,needs_review,,
Patrik,5,UCDlEuD01RKME_Sc422PzT3A,,,needs_review,,
Peace Walk,5,UCz6uZCTfmJEh0QdE84tfRJQ,DK,,needs_review,,
PEDRO AMPUERO HUNTING ADVENTURES,5,UC4sSo1-QOsZdRYTZnoenXfQ,ES,,needs_review,,
PEP events,5,UCHSKaeP5OEDPPA7iaH5uPbw,,,needs_review,,
Peter From Greenland,5,UCHz0P5ZL1KCku40-yPOvSUw; UCdqWVJQJBJro8G2Qln4JYdQ,DK; GL,,needs_review,,
PONANT EXPLORATIONS GROUP,5,UCxQnKlBep2AUOomAWTGW_Vw,,,needs_review,,
Poseidon Expeditions,5,UCdcixWp3Jul4XKVX6Yt-4jQ,US,,needs_review,,
RealLifeLore,5,UCP5tjEmvPItGyLhmjdwP7Ww,US,,needs_review,,
Redstream,5,UClEE44xcCO9P-axMw8QoTsQ,,,needs_review,,
Release - Topic,5,UC0R2ZOogGK8ghMcZ9li0_Xg; UC5IiVIKDWfSxHXezAer4yrA; UCFyuQnZikmGJoiGqLoq4uiQ; UCIolqWrhRKO2Z9IIPT8EXPQ; UCLZp9lAJO0NIZMRo1Pl5mVA,,,needs_review,,
rollingfeettales,5,UCOMFpPthNsmNNHn5rT3OzYA,IN,,needs_review,,
Royal Greenland US Inc.,5,UCETWbBpwtOVRp71HE-ZWqDg,US,,needs_review,,
safe travel,5,UCyFamPPNocBqpQKiYdGimZg,,,needs_review,,
Sai Hon,5,UCIs7OZt7-Fh5eSuFjVZKgmQ,,,needs_review,,
Sam Alvey,5,UC7-y03sUG2l0dSsUR8ZPsmA,US,,needs_review,,
samjhe ya samjhaun,5,UC0_lKaVvW0lE3_mZQXMg3KQ,,,needs_review,,
Scenic Gems,5,UCWA4T8XMK5SGqmhWMAN3RHQ,FR,,needs_review,,
Science Talk with Jim Massa,5,UCpHeW5Ok5GbF3bUVyrfnxWg,,,needs_review,,
Sean Villanueva,5,UC42S7t1CnRmIqNVvug1S-zg,,,needs_review,,
Secular Talk,5,UCldfgbzNILYZA4dmDt4Cd6A,,,needs_review,,
Siggi_Channel,5,UC4xTNbg6BmEwgB8ThdpTLyQ,,,needs_review,,
Snippet Circus,5,UCY6YNVnC1JWAOHG1t3qSiYg,CZ,,needs_review,,
Snorri Halldorsson,5,UC8u0ZTq37QmoDaEoBf03L6Q,NO,,needs_review,,
Street Dice,5,UCz-rHQTbEb8aZaVtCLs8lpg,,,needs_review,,
Study Pathshala,5,UCWznx0E5TJWgiEWHgQeGRCA,IN,,needs_review,,
Sunday Roast,5,UCYT1UaXGqezmBzuycCUErjg,GB,,needs_review,,
Talkative Goan,5,UCHM2oIP-BhGOesGIIc3ryYA,IN,,needs_review,,
The Accidental Explorer Enrique Moya,5,UCngBjTdEtL3AtwZwH65qaUw,,,needs_review,,
The American Report,5,UCSV7fS7A0UolS3VHDLdKKBw,US,,needs_review,yes,
The Danish Dream,5,UCwWV1kca2W2QZT8Hklpum-A,DK,,needs_review,,
The Economic Times,5,UCJFOER35ggIWwsXh2ZDnqyg,IN,,needs_review,yes,
The Hill,5,UCPWXiRWZ29zrxPFIQT7eHSA,US,,needs_review,,
The Rest Is Politics,5,UCsufaClk5if2RGqABb-09Uw,GB,,needs_review,,
The Twist with Erika Grey,5,UCIoKtaY8fOyn5kcc1VBqvTQ,US,,needs_review,,
The World,5,UCAzwTNWJqpbQACVB89gFQ8Q; UCuhA8hE8MZA7SyKIi9-iTuA,KR,,needs_review,yes,
theglobaltrip,5,UCSXMZXWIHCk6kCNwhkjzpow,,,needs_review,,
ThePinkbarrio,5,UCWiaTWiZlFLQg5Cb7PUK07w,US,,needs_review,,
TheURLofEaling,5,UCz3OWKBQ-T-_gkeWooTFGJg,GB,,needs_review,,
Timelab Pro,5,UC6zl_U-HEajk9JSHkuTlaZQ,US,,needs_review,,
torghen greenland,5,UC7f_gkt8dPhWKyj2EV9MR7Q,,,needs_review,,
Travel Destinations,5,UC2zysB8mpb59r57p3Onv0_w; UCKUxFceUyfXKiXNmHRTZfyA; UCMUI09f8M9bLem1_r6buNaw,AU; RO,,needs_review,,
TravelboyPruthviraj,5,UCvLsKDJDcl5IRzGTxnMf-vQ,IN,,needs_review,,
TravelTriner🌍🗺️,5,UCtApYJ8uMq7qDBtfFEVfSAw,,,needs_review,,
Treasure Of World 🌎,5,UClNigaxw9dd-j6aXN700zbQ,,,needs_review,yes,
TrendPiler,5,UCJsFA2Spp68iKaZ8TylTjYA,MY,,needs_review,,
True Wind Healing Travel,5,UCigy-e6hRcjUDSEeYIcuwwg,US,,needs_review,,
UnrealSpots,5,UCCLRFvcbxYk9zO9lee1lw7Q,TR,,needs_review,,
Val Troll's Volcano Channel,5,UCoIhK8XHA0xTd9Hej8wfl1g,SE,,needs_review,,
World History,5,UC57wzeYGWQbQ8q1tdSKYaTw; UCtWVi-0FPPy6htWecybFnZA,IN; US,,needs_review,yes,
World Maps and more...,5,UCr9qvynuxhCQeq3jQSuAopQ,,,needs_review,yes,
Worldwide Trophy Adventures,5,UCQzDgB3sEmPbW9jfkOykEzg,US,,needs_review,yes,
Yatri Soul,5,UCFykiwA8ajL6BOPDsIUAtmA,,,needs_review,,
30 seconds,4,UCTfl1yEBLRWT-sem-0O-vaQ,,,needs_review,,
81Sitruk,4,UCPSQ8hYjc_PFhQUdYx6TUqA,,,needs_review,,
A Potas,4,UCM906sIBXCEZLF8FDArVMtA,,,needs_review,,
A3 Anomalies,4,UCZNpY4bicw45TAvicKAf8cA,,,needs_review,,
Adrikni313,4,UCNsE-HSeLJYObXU8ovNxIEg,US,,needs_review,,
adventure.ie Events|Store|Explore,4,UCSNG-laSdPmzU_b_u--c_Yg,IE,,needs_review,,
AGU,4,UCAmvZawnAXogfsrXWKpPTVw,US,,needs_review,,
AI & Tech News Daily,4,UCPMWd7GJLZn8Ox13Xm2BKVg,US,,needs_review,yes,
Ai sr,4,UCQB71rOto8-zICuL4XuJfqg,BD,,needs_review,,
AIIMS-HANDWARA,4,UCMl04pO7iinNucneeZnDHXQ,,,needs_review,,
Air Greenland,4,UCPoRFmKvuJabaFEHah8se5Q,GL,,needs_review,,
Aircraft Partner,4,UCc_ZverF3gGnkn6SsBb2JOw,,,needs_review,,
AKSHAY JOSE,4,UCj5eSza9pqMe0TozWeBtq_Q,,,needs_review,,
AlbatrosAdventureMarathon,4,UCkWP4xqorfOLMNmCi39ryIA,DK,,needs_review,,
ALinsdau,4,UC20udzH6JMgerw_cdsHO7sA,US,,needs_review,,
All Massage story,4,UCcn_lnh2LX8dPwdaaR4ltpA,,,needs_review,,
Andrew Elizaga,4,UCS6zuqVGUJKzzJRB1y-s7qA,US,,needs_review,,
Anil Bhalla,4,UC2hocCPi8G8xxquAvFvP4sw,,,needs_review,,
Ankit Inspires India,4,UC2Nwwobsd0ctkzVieXZvyQA,IN,,needs_review,,
Anshu  ma'am,4,UCgk5fhKCqqFCwD-1jVusyHQ,IN,,needs_review,,
Argentinos A&M,4,UCZH72hgcfrV0gjDQLR3TaWw,,,needs_review,,
Atlasova,4,UCSe5RDaZWseLelTX0QQXbgw,NL,,needs_review,,
AYidsTravels,4,UC7vVd6eNBTAlk3q9KfXHBwg,US,,needs_review,,
B.C. Begley,4,UCGoUf-QQTlTN-BIh3ERCE9A,US,,needs_review,,
Becgie vibe,4,UCyllrYeFXkWAsAnUpSqzTZg,US,,needs_review,,
Beyond Borders,4,UC4vlUP6lABZgAGjHQHxa1_Q; UCrRGtzhhOi4SOGim7zIGGSg,GB; US,,needs_review,,
Bishop Anthony R Williams (The Word Alive Podcast),4,UC-nim8TBvpU6vlKE1bWrYYg,US,,needs_review,,
Boom Guru,4,UCwiAvoXZTeCmTIzCO6NH3IQ,,,needs_review,,
Borkus Studio,4,UCFcDW3oKEk0peXjjKRigSWQ,AU,,needs_review,,
Breaking View USA,4,UCP71XZzSBEE-M-XVsrBijtg,US,,needs_review,yes,
BRIGHT News,4,UCcVtGD77hcrVumxJs6-W9jw,,,needs_review,yes,
C-SPAN,4,UCb--64Gl51jIEVE-GLDAVTg,,,needs_review,,
Celebrity Buzz,4,UCSzOOBCL3DrUtwIPrs4Vkng,DK,,needs_review,,
Chase Morgan,4,UCxv34VIUbZXdlCxw_sbxifg,,,needs_review,,
chynna kelly,4,UCNbOR7x1jfKfhmby_JTipyw,,,needs_review,,
Clenette Emata,4,UCFX8zYfW2LBo3eEUkqXZ6sw,,,needs_review,,
Dan D. Normann,4,UCGCu2yOo1lg42cys-RGUiaA,,,needs_review,,
Defense Now,4,UCKBNaxsFV4hpGVc8QOUmsFg,IN,,needs_review,,
distantelephant,4,UCnIli0ypolFeEEfqE1JhLsw,,,needs_review,,
Doug Kirby,4,UChRKKMzwjO07CymNR1j7i3Q,,,needs_review,,
Dr. Jim,4,UC6qAx0CkGalK1SIjOVAXrfQ,US,,needs_review,,
Drew Binsky,4,UC0Ize0RLIbGdH5x4wI45G-A,US,,needs_review,,
Drishti IAS,4,UCzLqOSZPtUKrmSEnlH4LAvw,IN,,needs_review,,
Drishti IAS : English,4,UCafpueX9hFLls24ed6UddEQ,IN,,needs_review,,
Dumitru Marian,4,UCeicP-InrFlt6M67juYtckQ,,,needs_review,,
DW Travel,4,UCAjA4SbeRNqig8NdNszDBsA,DE,,needs_review,,
EARTHICS,4,UCPGmExUfr5uwQ_cmKtC-RHQ,IN,,needs_review,,
EJHogan,4,UC9HQviHXQzmnxN9aA9hZ2ig,US,,needs_review,,
Electroverse,4,UCy1mA8SxLLAYeUWpzFYWowQ,,,needs_review,,
Enrico Pescantini,4,UCjxurBQPi7UhNDwrzUv1PsA,IT,,needs_review,,
EO Open Science,4,UCPnL3aynCQxTOjPttxMiS3Q,,,needs_review,,
Equestrian Adventuresses,4,UCTwquRYNy_gOoxZJDkglZqw,US,,needs_review,,
ET Now World,4,UCJ04m06GHw3DUDQG6chCAUA,US,,needs_review,yes,
EXPLORE NATUREE,4,UCH6rti_l5s5ewVB4w72VBvw,,,needs_review,,
Exploring The World,4,UCKIsr0Ti_UGXAPE_ySgj9ew,GB,,needs_review,yes,
Factopedia,4,UCCkptziMwVKBPw5y48NoWwQ; UChZoR_Vqh9BUEp2jyd6N3-g,ID,,needs_review,,
Fast Times Vero,4,UCTeqlx1FoRakuFhWY4bVVMw,US,,needs_review,yes,
Finance Facts Fun,4,UC4oBje_qzj7DqZQeUj3wSZQ,US,,needs_review,,
Flag Footage,4,UCRrjkA86t11Gy2g2TdieaNg,GB,,needs_review,,
Flying The Nest,4,UC3CxEBKx2l38nl1_SFsC2gg,AU,,needs_review,,
Gabriel Williams,4,UCA1cbGSpTF8Qi2rhxuqiTfQ,US,,needs_review,,
GaLsGAMING,4,UCoHDsw_BTY9GuuMTd5QwHIQ,US,,needs_review,,
Geo Crusades,4,UCX-sbRQlWbZhFbISdx1yMYA,US,,needs_review,,
Geo Exploration,4,UC9Qtl5qjrCcU4yMfdpot7Tg,US,,needs_review,,
Get wiser,4,UC-mYECZL1gepMWZVdrlYsMA,US,,needs_review,,
GEUSgeology,4,UCi43RDv-A9fr0KplyKzfeAw,DK,,needs_review,,
Global Hit,4,UCp0Xi9V-XY-E4qFiaWoVDNw,US,,needs_review,,
Global Lens,4,UCBaKUg0rxr6loPQUAZ_PXBw; UCDnvxmdEc-kKvxXNYb6Oz1g,US,,needs_review,,
Google Earth,4,UC2zHjOF9Womes-SEjdzTleA,US,,needs_review,,
Greenland holidays  official,4,UCX5JpM8oUGnt0vxzxdX8fEQ,,,needs_review,,
GREENLAND STORIES,4,UCjCa-5NoR-p2JuXC60jahrw,,,needs_review,,
Guide to Greenland,4,UCzYy2DMdRgELLGAJI12_gWw,GL,,needs_review,,
Gustav Fischer,4,UCFDaBJf94kADCxHBJA07Byw,GL,,needs_review,,
Happy Rocks,4,UCtyZrPw_EsJsVrrW2oBqQtw,US,,needs_review,,
hasnaa misr,4,UCqVpXMILcewOKg5dijxUoEg,US,,needs_review,,
Haussmann Visuals,4,UCJPT2a5sf_8N21gXkYiIj_A,DE,,needs_review,,
her.faraway,4,UCZ_saE9TgtoCMKQKnXTviJg,,,needs_review,,
HispaSat,4,UCU0SkkAUjLvQLZ7IHQh8pKg,,,needs_review,,
History With Hilbert,4,UC1Zc6_BhPXiCWZlrZP4EsEg,,,needs_review,,
hors frontieres,4,UCrtui1lOyE6wG6AK4cntNbA,FR,,needs_review,,
hoyuen0814 Yuen,4,UCozwlhSPHKlZD67WWM5cfSA,,,needs_review,,
Hutting Yachts,4,UCBQyLUwsVmf-iDOLKSkUTOw,NL,,needs_review,,
HX Expeditions,4,UCKNcD5mH3Cp2Y4gMt4KVc1A,GB,,needs_review,,
IARPC Collaborations,4,UCzijax_CMxv1gcbKK-ziP8w,US,,needs_review,,
Imas Global Insights,4,UCowJ9e-HUvdQxNxSMKJse1Q,US,,needs_review,,
InAnotherUniverse,4,UCddG22zSvnjFvcNyXv5Q-iw,,,needs_review,,
InfactoWeaver,4,UCo5Kcvw2-42GcbEwgQJsDig,,,needs_review,,
info with Shoaib,4,UCj7v-Jma1SzM_6wc8cuOoGg,,,needs_review,,
Infotainment Center E,4,UCTo9ZsizLe2xErL_0yT13Lw,,,needs_review,,
Inspired by Urban Legends,4,UC9GoAQnx3ap5PPBjku-_uug,TW,,needs_review,,
JacksonAiden official,4,UC3wtMlV0Hk5YU4givgYAWug,,,needs_review,,
Jeffrey Lodovico Buquiran,4,UC7ASdSg9qp03K8FjkSE3UFQ,PH,,needs_review,,
Jhon Rufino,4,UCVpA64AGje3jBlZ9L44wmLw,BR,,needs_review,,
Jillian Michaels,4,UCdsvmOV_qYJUPqlUxs72Jtw,US,,needs_review,,
Jimmy Carr,4,UCf9BO33b-MnIxB5y0azrxmg,,,needs_review,,
Jiří Liška,4,UC3Sdu_rldzrL8iCUDVxBBTQ,CZ,,needs_review,,
Johnnyblue1tv,4,UCLRYPg8mJSSBttRM8x_Vgsw,,,needs_review,yes,
JVN Photo - Jeroen Van Nieuwenhove Photography,4,UCRdtZR7QMEvJFMefAFVG2dA,IS,,needs_review,,
Knowledge Sharing,4,UCEyHnn2nvs2T_5oSyAGwT7g; UCXLi-Dwl6rj2I_fQCNzvbCw,TH,,needs_review,,
Kolja Kinscher,4,UCAEIrZoeQpKaz_VCvCeQ8Yw,,,needs_review,,
Latest News,4,UCLs9iu21egO5LoDAJsGZ9Tw; UCe7_9ebwbT2eJWeK7hG4jVg,,,needs_review,yes,
LHD,4,UCPH5DbaXGy00AKOeFlQk0wQ,,,needs_review,,
Light Knot Studios,4,UC-dQQVSIQspqz8L_88_w_pw,US,,needs_review,,
Liv Aurora,4,UCCSUhAZnIRc3Q6DvToN71lg,GL,,needs_review,,
Lorenzo Paoloni,4,UCpXASm-wZs0wjPy4xbqv40w,,,needs_review,,
Louwry,4,UCLfGhUJXcjWx98aC88TBDbw,,,needs_review,,
LOVEARTH®️,4,UC3ubKpKHCGYbd5Pq3Kutf0w,US,,needs_review,,
Mads St Clair,4,UC-8gNyW7lrYcxYGUvwQVqCg,GB,,needs_review,,
MAGA_News,4,UCPxX1oEkDoVVHjW-ofu1Glg,,,needs_review,yes,
Mallen Baker,4,UCZrXbiKCUkRNd0Dgn3sDXqw,GB,,needs_review,,
Marcel Fuchs,4,UCo6tTvBksc-kRpVjst6Cauw,,,needs_review,,
Marzipan Productions,4,UCG16ylSGmKUFyhbLsQge3-A,CA,,needs_review,,
Maureen Dela Cruz,4,UCjwd0XuV2O9ArAB7SmfOISg,,,needs_review,,
MeidasTouch,4,UC9r9HYFxEQOBXSopFS61ZWg,US,,needs_review,,
Michael Wanderworld,4,UCsezbDVtwB_Dnsof3SXpR2w,US,,needs_review,yes,
Mighty Graphics,4,UClFaPsDp6MMiAEmjaR8kS-A,DK,,needs_review,,
MinerShop,4,UCW4MP9oTbufFYOmeMzOxIDA,,,needs_review,,
NewsRamp,4,UCGSUTlMJnnNGHYO4iHh5sAQ,US,,needs_review,yes,
NewzTech20,4,UCweuAKrpVxUlyi9GZDcyC1g,IN,,needs_review,,
NG eskimo,4,UCyBkja9aMkCUD7Gtwx3f3rg,GL,,needs_review,,
Niranjan Singh Rathore,4,UCDwfvxkDtXXJ9BOik1vDG4g,IN,,needs_review,,
Nova Southeastern University,4,UCUaWVeA1DXPf8b6dD8KDamg,US,,needs_review,,
Nuka peter Stenskov,4,UCKYOEG7MZ3nanOSJ73wCYKg,GL,,needs_review,,
Origins Explained,4,UCmLQqA5g62GIfQa9oME05wQ,US,,needs_review,,
OSM Aviation Academy,4,UCyF3rHv7NBovxKD5WMEkG0A,NO,,needs_review,,
Perla Pagalan,4,UCm_oFIlJdI00urBQRpKzZNg,,,needs_review,,
PolarExplorers,4,UC-OVGWRLp8nSYeTEumNEjfQ,US,,needs_review,,
PROMICE Greenland,4,UCnscfj5k_6bZdQxZUwLr2jA,,,needs_review,,
Qnews,4,UC2-BJe6f346jfmfUrGu0Gow,EG,,needs_review,yes,
Reverie Geography,4,UC8IP4qWIL1Mtr9p5ypBo0eQ,US,,needs_review,,
Rhett Strickland,4,UCJceNbaAaNZvP9_s8iiMPbA,US,,needs_review,,
Robo Overload,4,UCkzHdIAjXiLP14SRz6JGAoQ,,,needs_review,,
Rocks_Gaming,4,UCjrk0RvDynA_xhSs0F3AhgQ,GB,,needs_review,,
Roshan News & Entertainment,4,UCXmvrcRNGOAsYCmSul78Mfw,US,,needs_review,yes,
Royal Greenland Global,4,UCEU97au1UeFmrfRT15OwX5A,US,,needs_review,,
RTÉ News,4,UC8urSFTmQDxaPDEIZ2Fd63Q,IE,,needs_review,yes,
Ryan Wuzer,4,UCZ3vEGfrm_lFskEAFUqKhUg,US,,needs_review,,
Sailing Jibsea,4,UCsi1icQ0MmDnRGnre5tN4Ow,CA,,needs_review,,
Sailing Svea,4,UC8WzZES3Se2sjBJiYFaFTXA,SE,,needs_review,,
Sailing Triteia,4,UCgsTVmZXTKrnfXtxATXxUzQ,US,,needs_review,,
Samir Munir,4,UCkT-Llvx4l6r-QNQLxdYSaQ,,,needs_review,,
Segisha Gamer,4,UCIEdexcabwS2_yuiX7SJmpg,,,needs_review,,
SES,4,UCRVYeAkNjzBnAP68JQBVIlw,,,needs_review,,
Shaima Hylas 63,4,UCWntMlNwQbhlOq8G3wMyhOg,US,,needs_review,,
She's Right,4,UCOwY_MIfBNRZVrfFFMgkiFQ,US,,needs_review,,
SLD3900,4,UCm9d64GIo3HLI5oeCAfdWaA,,,needs_review,,
Smoke Studios,4,UC07SNx4A66Rah_FhA6D3U6g,US,,needs_review,,
specialforces,4,UC_WA85cT43TqT24D49-C79g,PK,,needs_review,,
Sport Steffen Castillo,4,UCkkwGVI_u3HyN3JJlYW6QSg,,,needs_review,,
Steve Backshall,4,UCm-URP49TgSgyIU1rgh2m7A,GB,,needs_review,,
Strack UA,4,UCwHwSmKeYtr1LdEAac6aBqw,IN,,needs_review,,
StraightX,4,UC3jSRidgr6pLRM0dZCDZ20A,IN,,needs_review,,
Tasermiut Camp,4,UCSr2QwMtah_TNw99NSDixUQ,GL,,needs_review,,
Thabo Mbeki School,4,UCS28jHByGuVVOL2lUbzOVew,ZA,,needs_review,,
Thanthi TV,4,UC-JFyL0zDFOsPMpuWu39rPA,IN,,needs_review,yes,
The Arctic Beyond,4,UCLyMXSQrB6B7_5Ixm8EXzGw,GB,,needs_review,,
The Bulwark,4,UCG4Hp1KbGw4e02N7FpPXDgQ,US,,needs_review,,
